"";"name";"genre";"subscribers";"videos";"views";"lastvideo";"link"
"186";"Maja Šuput";"Music";62900;43;97200000;"2020-06-29";"http://www.youtube.com/channel/UCZ6R1lUaR8PIpt1Rl21si6Q"
"187";"Miss7";"Howto & Style";62800;489;13400000;"2021-05-14";"http://www.youtube.com/channel/UCGduw-W79kNzRx1_i2Up6Xg"
"188";"Tina VS Ivan";"Gaming";62500;119;6680000;"2019-10-19";"http://www.youtube.com/channel/UCq4Vy1Nj5ET-8hcmhG3AccQ"
"189";"Zabranjeno pušenje";"Entertainment";62400;396;84500000;"2020-10-16";"http://www.youtube.com/channel/UC2DkoN2Bxw7oT3Hqde0LUYg"
"190";"Survivaland";"Entertainment";61900;74;10600000;"2021-02-27";"http://www.youtube.com/channel/UC5m5-hQNlk-Nu2NsQk2Twng"
"191";"Zagrepèanke i deèki KIDS CHANNEL";"Music";61700;406;32800000;"2021-05-08";"http://www.youtube.com/channel/UCMmNAXoSeFnVNnqxVGfZPZw"
"192";"Antena Zagreb";"Music";61500;1127;32000000;"2021-04-21";"http://www.youtube.com/channel/UC-Frpf9NNJuZJj9xCNRxK4g"
"193";"Josip Ricov";"Autos & Vehicles";61300;635;42000000;"2021-05-07";"http://www.youtube.com/channel/UCbNndmh3eCkX81WtVqQgzeA"
"194";"Lost Sky";"Music";61200;5;23600000;"2020-12-26";"http://www.youtube.com/channel/UC0e9cA2FBgEhhFuf1Kifujw"
"195";"Fini Recepti by Crochef";"Howto & Style";61200;2030;34500000;"2016-11-18";"http://www.youtube.com/channel/UCJ0cfpCXd4N7nQ3N-njqMrg"
"196";"Veronika Vanjak";"Sports";60700;125;9080000;"2021-05-03";"http://www.youtube.com/channel/UCDU9s8KBG3ofvFoMLucbY0w"
"197";"Reci Peci";"Howto & Style";60600;185;11100000;"2021-05-20";"http://www.youtube.com/channel/UCiL4CJ3-vB1kH-bEzxoCs7Q"
"198";"Soy Luna CROATIA";"People & Blogs";59700;682;73900000;"2021-04-14";"http://www.youtube.com/channel/UCiSnRRZHwYY-8kyeal8zZVw"
"199";"chrvoje engineering";"Education";59200;153;6840000;"2021-03-24";"http://www.youtube.com/channel/UCUGsMIdvF7TOX_riaBFSvnw"
"200";"Future Bass Mix Records";"Music";59000;19;7240000;"2021-02-19";"http://www.youtube.com/channel/UCJjx05KBL8DZ1rE1RBE9-yA"
"201";"Grga Klara Recipes";"Howto & Style";58700;40;7730000;"2020-06-20";"http://www.youtube.com/channel/UC16JnN7AaCGmnZ75z8sDM7g"
"202";"narodni";"Music";58100;947;54900000;"2021-05-05";"http://www.youtube.com/channel/UCpwE1kmRYEhICdN1rk6F3hw"
"203";"Denis Pauna";"Music";58100;129;4550000;"2021-05-19";"http://www.youtube.com/channel/UCccyJhDWayUzZKI45_m2zNQ"
"204";"Click4Chic";"People & Blogs";57700;766;11900000;"2021-05-07";"http://www.youtube.com/channel/UCxt3P9x95icVeZluSpSsX3g"
"205";"Najbolji domaæi recepti";"Howto & Style";57500;108;15400000;"2021-05-10";"http://www.youtube.com/channel/UCLHIH83AIDMEj3cn9AS6trw"
"206";"PRIRODNI LIJEKOVI";"Howto & Style";57300;327;20000000;"2021-05-18";"http://www.youtube.com/channel/UC6ehwfUubJZVJkeAej9fP6Q"
"207";"U zdrav mozak";"Comedy";57200;3682;40400000;"2020-12-01";"http://www.youtube.com/channel/UCXon_Rn-CzhBT2MkBTTYBtA"
"208";"grac grac";"People & Blogs";56700;54;10100000;"2020-04-19";"http://www.youtube.com/channel/UCcOdPQfJhqZqH2Aqa-VK24A"
"209";"Pavo Duply Tomic";"Music";56600;359;38100000;"2021-02-14";"http://www.youtube.com/channel/UCFlugzDwS1R_A4ckXawT1Jg"
"210";"DJ Sazer";"Music";56400;39;32800000;"2021-05-15";"http://www.youtube.com/channel/UCZ0q7FNOWPWa33wXUKpRHVA"
"211";"anahi croatia96";"Entertainment";56300;472;18000000;"2020-07-01";"http://www.youtube.com/channel/UCdnwygXwXU3Prtkq4Xfs9RA"
"212";"Kanal MUP-a RH i policije";"News & Politics";56000;761;21500000;"2021-05-07";"http://www.youtube.com/channel/UCfEIxm5sLeVt6mCx02gUCqA"
"213";"Luka Hrvatic";"People & Blogs";54900;689;9480000;"2021-03-11";"http://www.youtube.com/channel/UCg815jYTqWnFGd6p5qwWJxg"
"214";"Bad Boy";"Autos & Vehicles";54400;31;8050000;"2021-05-12";"http://www.youtube.com/channel/UC-rKKNlBcPrk314qyxOpKwA"
"215";"DIY anna / Uradi sama";"Howto & Style";54300;495;11100000;"2021-04-07";"http://www.youtube.com/channel/UCrtz6CSbYmMkA_Nni9h6WzA"
"216";"LordOf TheBricks";"Film and Animation";54100;88;24100000;"2021-04-13";"http://www.youtube.com/channel/UCgS7EAi-R3HSiQpC2hZZOFg"
"217";"Matrix TV";"Education";53600;542;10000000;"2021-05-14";"http://www.youtube.com/channel/UCUcY2U4c0I--s27Mx9Q-IXg"
"218";"Two Crazy Beauties";"People & Blogs";53500;100;4840000;"2018-11-11";"http://www.youtube.com/channel/UCrRsPA2DE5JtrRVyxeqeiaw"
"219";"Music for all generations";"Music";53100;129;67700000;"2021-01-07";"http://www.youtube.com/channel/UCWmpDDfPJJu4ZDW5aWH3uwQ"
"220";"DashOfBlue MakeUp";"People & Blogs";53000;431;10300000;"2021-06-20";"http://www.youtube.com/channel/UCTxlJYxIINuwZZ44dcO-4Nw"
"221";"DON MACI";"Entertainment";52100;375;6610000;"2021-05-14";"http://www.youtube.com/channel/UCTNjFdrM_8LuTHkRZ-C3sHw"
"222";"Kitoons Hrvatska";"Film and Animation";52100;238;32900000;"2021-04-29";"http://www.youtube.com/channel/UCoQqMQkPAlgDHqMnQUjpVug"
"223";"ItsLeon";"Gaming";52100;924;3160000;"2021-04-20";"http://www.youtube.com/channel/UCKouA11SXe7UE55k3azuRfQ"
"224";"Leonarda";"People & Blogs";50800;113;9480000;"2021-04-17";"http://www.youtube.com/channel/UCmiuFMsNQeiqRdQCYFF4wjQ"
"225";"Krešo Snimaj Show - Moto55 Official Youtube";"Entertainment";50600;136;834000;"2021-06-09";"http://www.youtube.com/channel/UCl1luwkJTNoldFeRZutFzfw"
"226";"Duki 420";"Comedy";50300;424;10700000;"2021-05-04";"http://www.youtube.com/channel/UCKc39RU8UbrIaFt4f5rFurQ"
"227";"Lux Lucis";"Howto & Style";49800;380;11000000;"2021-05-10";"http://www.youtube.com/channel/UCXSyVOJ_QrEXnCRQg_K913A"
"228";"DarioZockt";"Gaming";49400;346;3600000;"2021-05-05";"http://www.youtube.com/channel/UCcbYDcJ-KAuzGUO7HGqmM0g"
"229";"MEMES Family";"People & Blogs";48800;7;2870000;"2019-12-08";"http://www.youtube.com/channel/UCxC2kPgq82CC3MOxL5S613w"
"230";"Hrvatska Nogometna Televizija";"Sports";48300;4045;34100000;"2021-05-11";"http://www.youtube.com/channel/UCdZuGHA8fV0oKQRCE4AYV0A"
"231";"Fiddlezahar";"Gaming";47800;177;8900000;"2021-05-04";"http://www.youtube.com/channel/UCkA9C_ZPsHna3xItDQPz2OA"
"232";"Danijela Martinovic";"Music";47600;187;75000000;"2021-04-25";"http://www.youtube.com/channel/UCsPeSkjRLVIUJ2M-bx0vaYA"
"233";"Proteka";"Sports";46900;595;14700000;"2021-05-07";"http://www.youtube.com/channel/UCqanHCNr3OXuVHnn-Fn_ORg"
"234";"EdoStuff Aviation";"Autos & Vehicles";46600;1871;23700000;"2021-05-12";"http://www.youtube.com/channel/UC3t7eE7BjRUQ7Uy6qbEE1Bg"
"235";"How 2 Bake It";"Howto & Style";45900;485;9690000;"2021-05-20";"http://www.youtube.com/channel/UCJ3305d48l-nMMKm5oIM2jg"
"236";"White Shark";"Gaming";45200;194;1130000;"2021-05-12";"http://www.youtube.com/channel/UCsqfpkp5TcdzJ6e5onoOZFQ"
"237";"Kucni Ljubimci TV";"Pets & Animals";45000;256;10000000;"2021-04-30";"http://www.youtube.com/channel/UCNkK19KQXd7Nm7cz1B_WITg"
"238";"Tvoje lice zvuèi poznato All Stars";"Entertainment";44800;795;47400000;"2021-05-05";"http://www.youtube.com/channel/UCIe8Xcmqc5SafiTBfjURRZA"
"239";"Aleksandar Stankoviæ";"Gaming";44400;78;7190000;"2020-11-09";"http://www.youtube.com/channel/UCs06OalVmdyX9ggvrO2fbNg"
"240";"SpaceWaCe";"Gaming";44000;568;7310000;"2021-04-17";"http://www.youtube.com/channel/UCGvqcR2F5FMrXuW1VEvVtjg"
"241";"Rap Skillz Channel";"Entertainment";44000;142;10600000;"2020-05-24";"http://www.youtube.com/channel/UCTjTQMOCa-apRWOl9YedTRQ"
"242";"Lorin Nukic";"Entertainment";43700;240;4510000;"2020-10-20";"http://www.youtube.com/channel/UChebxRpGk3Ci49Wqo8Yc2hg"
"243";"Internetmater";"People & Blogs";43500;53;1580000;"2020-11-19";"http://www.youtube.com/channel/UCrPkr0Mu93bdogP8sF4ZXhA"
"244";"Dalibor Petrinic";"Sports";43200;692;7760000;"2021-05-04";"http://www.youtube.com/channel/UCmR21d7ZRs2QmGCcYIWwo2w"
"245";"IN dizajn";"Howto & Style";42400;1250;27600000;"2021-05-10";"http://www.youtube.com/channel/UCh4Nke1Zm0cRPq60cQcfbJg"
"246";"ExposedCelebs";"Education";41300;10;9440000;"2015-11-22";"http://www.youtube.com/channel/UC89Z9Qw0kq2CPfbAXo2BTsw"
"247";"DJ DENI";"Entertainment";41100;93;28600000;"2020-03-13";"http://www.youtube.com/channel/UCy7zM5SQTGDU5qbvZkginng"
"248";"D. K. Music Choice";"Music";41100;26;14700000;"2019-11-12";"http://www.youtube.com/channel/UCXs_ESJ38XHysSO9LvtabTw"
"249";"Tonci Huljic & Madre Badessa";"Entertainment";40700;129;51200000;"2021-04-12";"http://www.youtube.com/channel/UCGUvinLTCAR2--TgmjhnVVw"
"250";"Hugo the parrot";"Pets & Animals";39900;248;11500000;"2021-05-13";"http://www.youtube.com/channel/UCv4jzmthMUQpKb2IzwMqu_w"
"251";"GNK Dinamo Official TV";"Entertainment";39600;1046;12600000;"2021-05-12";"http://www.youtube.com/channel/UC6vpARgHA0oSqtBgYcVWdHg"
"252";"Mirko Cro Cop Filipoviæ Official";"Sports";39500;173;11900000;"2019-08-03";"http://www.youtube.com/channel/UCqfZu2TIHURy__kJ8cTNorw"
"253";"Orion Pirotehnika";"Entertainment";39400;476;6260000;"2020-12-17";"http://www.youtube.com/channel/UC79wf6CNO-EXf7RgWwWEUjg"
"254";"Podravka Hrvatska";"Entertainment";39000;1251;64900000;"2021-05-04";"http://www.youtube.com/channel/UC4OS0TSSe24P4z4x4haJlqw"
"255";"Sulejman Velièanstveni";"Film and Animation";39000;1476;49100000;"2021-05-11";"http://www.youtube.com/channel/UCc67Q-6uBdS7vsNHoNB3DVg"
"256";"IvanOPA";"Gaming";38900;194;2030000;"2021-04-14";"http://www.youtube.com/channel/UCgYfPtHeO6EH5EtYGdB-q1w"
"257";"Vid Juracic";"People & Blogs";38200;222;7650000;"2021-05-27";"http://www.youtube.com/channel/UCY3pC966Qci5ghXkQqzqdCA"
"258";"Lvl8.";"Gaming";38100;370;3720000;"2020-01-15";"http://www.youtube.com/channel/UCr3xkssf88pB8Ku2_vNw4Tg"
"259";"Kljuè Trinaest";"Howto & Style";37900;176;9410000;"2021-05-05";"http://www.youtube.com/channel/UCi5HxO8eLEBLcV3ad5CbsYQ"
"260";"¦ Love City ¦";"Entertainment";37700;88;27700000;"2019-07-07";"http://www.youtube.com/channel/UCHV1d5SsRADNa0hMXUxNK1A"
"261";"tstudios";"Film and Animation";37000;23;19500000;"2020-11-29";"http://www.youtube.com/channel/UC717OKnniuHgQ6cGhrv1BQw"
"262";"Maminjo";"Film and Animation";37000;29;758000;"2021-04-19";"http://www.youtube.com/channel/UCRdpcBf6ln_tAFcMkvphNSQ"
"263";"sivizeko";"Music";37000;433;18400000;"2018-02-06";"http://www.youtube.com/channel/UCUXn0qMILbOinQpxSiRLfpw"
"264";"Mirko Sostaric";"People & Blogs";36900;29;3700000;"2020-02-10";"http://www.youtube.com/channel/UCywKBznCL60bEq0LlTvQe8A"
"265";"Jole Official";"Music";36800;33;31700000;"2020-09-23";"http://www.youtube.com/channel/UCaHYt0SKzx67UPO4va_DSwg"
"266";"Ljubavnici";"Music";36700;22;48500000;"2021-06-09";"http://www.youtube.com/channel/UCSxTCdXtFKPMC7FoqaGbWfw"
"267";"Dennzor";"Entertainment";36000;123;3040000;"2021-05-09";"http://www.youtube.com/channel/UCcrpH1HUWjwPBdtJJOjD_OQ"
"268";"PATOKRACIJA";"People & Blogs";36000;9;1440000;"2021-03-12";"http://www.youtube.com/channel/UCr3jmfVWWAjDlJFhHUl3QGw"
"269";"KN Torcida Split";"Sports";35800;243;13600000;"2021-04-29";"http://www.youtube.com/channel/UC8vC_BdSVc34de10Wa-Fq2w"
"270";"FastCarCommunity";"Autos & Vehicles";35500;1172;2900000;"2021-02-02";"http://www.youtube.com/channel/UCHAYGxCSlqmLVxEAigRGyPg"
"271";"Lunboo";"People & Blogs";35400;0;0;"2021-03-10";"http://www.youtube.com/channel/UC_vJtu0Gn1fV9ZDXVHSB0OA"
"272";"Jurica Galiæ Juka";"Travel & Events";35300;116;4680000;"2021-05-06";"http://www.youtube.com/channel/UCHa9ncfi6gBCioHzvYBvFqA"
"273";"savurusic";"Pets & Animals";35000;35;18600000;"2019-04-20";"http://www.youtube.com/channel/UCm2W8H8eOevrZFmxYeuEUEg"
"274";"Manifestiranje";"Education";34900;331;9630000;"2021-05-03";"http://www.youtube.com/channel/UCd4pdyLVmMUyZve14ZQIHPA"
"275";"Krešo Bengalka";"Music";34900;78;22700000;"2021-05-04";"http://www.youtube.com/channel/UCkIBen3YHH9OiaidJYRoYhA"
"276";"Hošnjara Kuæne Èarolije";"Comedy";34000;63;6240000;"2019-12-24";"http://www.youtube.com/channel/UCloxEw5-pNfa0lYyIBT910w"
"277";"TV Calibration with Darko";"Science & Technology";33700;339;15300000;"2021-04-26";"http://www.youtube.com/channel/UC0r8LqyA5qccr2qB7Fgnttg"
"278";"Nova Eva";"Education";33600;373;7920000;"2021-05-14";"http://www.youtube.com/channel/UCU_HxRUP9Ta1NJp6cjXx_0w"
"279";"yem";"Music";33600;106;33600000;"2021-05-10";"http://www.youtube.com/channel/UCrw565oZLWSrorFtBCDf_Xg"
"280";"Božja Pobjeda";"Nonprofits & Activism";33000;68;25400000;"2021-04-25";"http://www.youtube.com/channel/UCmsRVrpRrDpYYhIaCbh58sA"
"281";"Filip Lackovic";"Music";32200;207;14900000;"2021-05-14";"http://www.youtube.com/channel/UCdsNEJzi7vGVL0k1YDe2znA"
"282";"Progressive Classics";"Music";31800;3619;12300000;"2020-08-11";"http://www.youtube.com/channel/UChi--mtX-7JpnClikKyxpag"
"283";"Franka";"Music";31600;89;28000000;"2021-05-25";"http://www.youtube.com/channel/UCbc26Hg2rdLw6ZLZKlmcNBg"
"284";"Ivana Marketin";"Howto & Style";31600;109;4880000;"2021-05-08";"http://www.youtube.com/channel/UCLGYjrkTOt0FQ-qk7giqmXg"
"285";"Spalato";"Gaming";31500;2192;3660000;"2021-05-18";"http://www.youtube.com/channel/UCT_6Fe1y9wYRVdQOCI-ROXg"
"286";"HNK Hajduk Split";"Sports";31500;2549;18800000;"2021-05-12";"http://www.youtube.com/channel/UCN7oOG6iLGDXXhyxBKcbq7A"
"287";"Tonika Records";"Entertainment";31500;303;37300000;"2021-04-15";"http://www.youtube.com/channel/UC83jPhtZTO41n6p-GgQ92rg"
"288";"Elemental";"Music";31400;155;31800000;"2021-04-30";"http://www.youtube.com/channel/UCg6Y_D3TvwQ2l5U4mQFUPiw"
"289";"Mišo Kovaè Official";"Entertainment";31400;474;31200000;"2020-04-02";"http://www.youtube.com/channel/UCvJR7qcfyEs45K9iroBAJkg"
"290";"DepsaZg";"Music";31200;496;19400000;"2018-11-22";"http://www.youtube.com/channel/UCmhTM8rGbS9R8M-9ENLxzaQ"
"291";"Mirsad KadiÄ<U+0087>";"Gaming";30900;8;987000;"2020-01-10";"http://www.youtube.com/channel/UCm4aFvsByvqstirI0qI4f7Q"
"292";"DJpluTONYum";"Music";30200;68;18000000;"2018-11-06";"http://www.youtube.com/channel/UCkbQ1roZawVSo3slwDV-uIQ"
"293";"knjazTV";"People & Blogs";30100;232;8710000;"2021-04-21";"http://www.youtube.com/channel/UC96hI9_7PTp5JB9f77WgoAg"
"294";"Markan";"Entertainment";30100;138;481000;"2021-04-06";"http://www.youtube.com/channel/UCfCUHAhyZVTIwQiKOgt5H1Q"
"295";"BRACO official channel";"People & Blogs";29900;69;3340000;"2021-04-28";"http://www.youtube.com/channel/UCX9Cmc4Px9ceqJ7UihkTNKw"
"296";"Sororus";"Gaming";29800;222;7080000;"2021-04-29";"http://www.youtube.com/channel/UCtpIIlLv03vbY6s48i0oCvQ"
"297";"Bartol Stepanic";"People & Blogs";29500;31;1780000;"2020-07-19";"http://www.youtube.com/channel/UC_LNKhzzHfR5bix-v7s8sGQ"
"298";"DOMSON";"Entertainment";29400;57;2900000;"2021-03-19";"http://www.youtube.com/channel/UCZRA1w0z3qIFks0DapSrO8Q"
"299";"Mislav BuA!iÄ<U+0087>";"Science & Technology";29300;208;5860000;"2021-05-08";"http://www.youtube.com/channel/UCt8SRtSI0eTjvVag5RKqMlA"
"300";"IVAN BARAN";"Education";29000;15;5620;"2020-09-01";"http://www.youtube.com/channel/UCwYc6p7EY6OmFS6yzhU7stA"
"301";"Pravila Igre - Rules of the Game";"Music";28900;118;28700000;"2021-02-14";"http://www.youtube.com/channel/UC615C2YvINvBYV2_LUs_AGQ"
"302";"Racunalo.com";"Science & Technology";28700;1632;9520000;"2021-05-10";"http://www.youtube.com/channel/UCMx10CXU9nOkytKA9KOIpAw"
"303";"Kresimir king Mustapic";"People & Blogs";27900;211;9960000;"2021-05-23";"http://www.youtube.com/channel/UCsdmTS7BofdOHoNnWnHB-Cg"
"304";"LAZNA DEVETKA";"Sports";27800;414;6950000;"2021-06-23";"http://www.youtube.com/channel/UC29_7l47T33KAOMfknG5kVw"
"305";"DALIBOR PETKO SHOW";"Music";27800;1723;26600000;"2021-05-11";"http://www.youtube.com/channel/UCpN_fqCSBrJrX1MEul3NfOQ"
"306";"Kristijan Ilicic";"Travel & Events";27400;68;4980000;"2021-04-17";"http://www.youtube.com/channel/UCIWpcK62c3w0LkrKheCJaJQ"
"307";"Dark Den Two";"People & Blogs";27200;11;601000;"2021-01-07";"http://www.youtube.com/channel/UCw-3y_PAXQbtkrCZAn6xhSg"
"308";"Bitange i Princeze";"Film and Animation";27100;108;40500000;"2020-07-19";"http://www.youtube.com/channel/UCr5sHB1DrLDtzeAhe1wy_0A"
"309";"Edo Maajka";"Music";26800;23;7160000;"2020-06-16";"http://www.youtube.com/channel/UCR_PRJ1wwjfhmNefMottuRg"
"310";"navi subliminals";"People & Blogs";26400;5;138000;"2020-10-03";"http://www.youtube.com/channel/UChr2PzRSrhgIV1cXWMsWwVQ"
"311";"Blitz Hrvatska";"Film and Animation";25800;1800;105000000;"2021-05-06";"http://www.youtube.com/channel/UCTsGuQLVlji2Z-f1VocGT9A"
"312";"Gacka - Prozor - Lika";"Music";25800;587;18600000;"2020-10-25";"http://www.youtube.com/channel/UCw3YrvPm_bSUpF1BN2YdxnA"
"313";"VoB";"Music";25700;26;14200000;"2021-03-31";"http://www.youtube.com/channel/UCQshANIyd9610OO5YshdRrg"
"314";"dalajlamapeace";"Music";25200;4959;10500000;"2021-05-13";"http://www.youtube.com/channel/UC7Y4PlRv3_TMOkc3O21sJWQ"
"315";"PC Crazy";"Science & Technology";25000;588;7630000;"2021-05-11";"http://www.youtube.com/channel/UCYlp-u4-BSWNIPEJ-5fhiNg"
"316";"Kreten DomaÄ<U+0087>ica";"People & Blogs";25000;58;2230000;"2021-05-17";"http://www.youtube.com/channel/UC7qkcQ7f1r8Wmi49erDXoEg"
"317";"MATKO";"Autos & Vehicles";24700;132;3960000;"2021-05-07";"http://www.youtube.com/channel/UCQ4n-1k0Mg-Vgvn2JIJa1sw"
"318";"Sonja KovaÄ<U+008D>";"People & Blogs";24600;102;2220000;"2021-05-02";"http://www.youtube.com/channel/UCLvGhxceBJ4CnrASOzXX5AQ"
"319";"Delta";"Gaming";24600;434;2030000;"2021-02-27";"http://www.youtube.com/channel/UCzkWSx21Zhkg1lQ3lu0MmKA"
"320";"Dario A1iniÄ<U+0087>";"People & Blogs";24600;136;2470000;"2021-03-17";"http://www.youtube.com/channel/UCNqaiOIxg8brsTatVoGjx7Q"
"321";"Žan Novosel";"Entertainment";24100;115;12600000;"2021-04-22";"http://www.youtube.com/channel/UCzm1ohiC0R5WbgVcYyXiYvw"
"322";"Tech Watcher";"Science & Technology";24000;210;13200000;"2021-04-15";"http://www.youtube.com/channel/UC7PV2nijV7FbvHs7WPRzzkA"
"323";"zoranfun80music";"Music";24000;395;13000000;"2019-01-24";"http://www.youtube.com/channel/UCFRWLKxlAIUkMBFBFt68LEQ"
"324";"JUHUHU";"Music";23800;260;10200000;"2021-04-30";"http://www.youtube.com/channel/UCCb2UiZVlHjrYQXPYi6RSDw"
"325";"DESTINO by Maja";"Entertainment";23700;697;7430000;"2021-05-14";"http://www.youtube.com/channel/UCKJg845elAK-7mq3vr-ix0A"
"326";"Patricia Vodopija";"People & Blogs";23700;55;1020000;"2020-11-26";"http://www.youtube.com/channel/UC0fuQujLqC6AcYrkCSxKDfg"
"327";"Hrvatski nogometni savez";"Sports";23400;487;6520000;"2021-04-28";"http://www.youtube.com/channel/UCsqWbe1Tp3ZkobTmcKqZmjg"
"328";"ABA liga j.t.d.";"Sports";23400;6628;23200000;"2021-05-08";"http://www.youtube.com/channel/UCr2bLjnW_4gsiozQ5dJIT0A"
"329";"Zuhra i Tin - Ocat i sin";"Entertainment";23400;145;5760000;"2021-05-04";"http://www.youtube.com/channel/UC02JH-Y_eW97tHUS03CAKqg"
"330";"Ivana Plechinger";"Education";23200;219;2930000;"2021-05-12";"http://www.youtube.com/channel/UCrEOvcbjiTS9weWxqY16FtA"
"331";"Oooh Boi";"Howto & Style";23100;43;1190000;"2021-05-07";"http://www.youtube.com/channel/UCm3cA4XD1FKMY5zDshpwcsA"
"332";"Meho";"Gaming";23000;256;2960000;"2021-02-01";"http://www.youtube.com/channel/UCxWDBJEp9qPnLRDYVUtduWw"
"333";"Jutarnji list";"Film and Animation";22900;6154;41900000;"2021-05-14";"http://www.youtube.com/channel/UCoygYX3L4vBCR4T-EhafUTg"
"334";"Martina Medur";"Howto & Style";22900;68;7110000;"2017-09-18";"http://www.youtube.com/channel/UCuSpYVWowOyfzR1OeLVVxSA"
"335";"DJ Bruda M";"Entertainment";22700;85;7140000;"2020-04-24";"http://www.youtube.com/channel/UCLk-TOMW8y-n1glwwCmbhrQ"
"336";"Antonija Šola";"Music";22700;62;23600000;"2020-12-24";"http://www.youtube.com/channel/UCBuMgg-1IpfWstBTBHbrToA"
"337";"LukaNizeticOfficial";"Music";22700;95;24100000;"2021-05-19";"http://www.youtube.com/channel/UCsdHG80Q95c-KIP81xlzplA"
"338";"Slavko";"Travel & Events";22600;44;1990000;"2021-02-09";"http://www.youtube.com/channel/UCpUBzh1fE1G39skpUTzDF2Q"
"339";"BAUHAUS Hrvatska";"Howto & Style";22600;197;4880000;"2021-05-10";"http://www.youtube.com/channel/UCGYsN51SH-hbqKM2-L0MesA"
"340";"Bila mama Kukunka, bio tata Taranta .official";"Entertainment";22600;139;9910000;"2021-03-10";"http://www.youtube.com/channel/UCjOhC2NUSbZ4hVn-J03Gwzw"
"341";"Galactico97";"Entertainment";22300;201;9510000;"2021-05-11";"http://www.youtube.com/channel/UC-UH31DUlvehVqc_-jmD6Iw"
"342";"Black Raven";"Gaming";22300;537;3110000;"2021-05-10";"http://www.youtube.com/channel/UCm9f6vg5aQ0IsiIWtpZ3Lyw"
"343";"CRVENA JABUKA- CROREC OFFICIAL";"Entertainment";22300;265;33300000;"2021-04-28";"http://www.youtube.com/channel/UCi-wA5tOhq291rOwbEoTIEw"
"344";"Retfatlanta Records";"Music";22200;52;19100000;"2021-04-09";"http://www.youtube.com/channel/UCLuEx7utejv90oguLjHSzJA"
"345";"tWeOP";"Gaming";22100;84;1210000;"2021-04-30";"http://www.youtube.com/channel/UC-C7lTurGruCIq_RFtD9UAw"
"346";"Itz Razor";"Gaming";22000;11;140000;"2021-03-22";"http://www.youtube.com/channel/UC2nb7x9pLvWQTiU4HG1yXUw"
"347";"Me Det Zin II";"Music";22000;19;4270000;"2020-08-30";"http://www.youtube.com/channel/UCPCdAxwrjSAlkJGwPvKAuBw"
"348";"Rega";"People & Blogs";21800;102;1330000;"2021-04-23";"http://www.youtube.com/channel/UCt0qTDRm3XTyzcWSO6qo_bQ"
"349";"hylianensemble";"Music";21800;69;7930000;"2020-07-11";"http://www.youtube.com/channel/UCatJYJDYSe0ha20vZJQJ4pQ"
"350";"Cedevita Brands";"Entertainment";21500;252;42200000;"2021-04-16";"http://www.youtube.com/channel/UCeyssp0YYvS09L2woYGo-Bg"
"351";"KostMalen";"";21500;0;0;"0001-11-30";"http://www.youtube.com/channel/UCnnjB35KRzpFyMOToHsjWKg"
"352";"Inmo Num";"Gaming";21400;378;1700000;"2021-02-21";"http://www.youtube.com/channel/UCStNsdc03Up5zTWpdq4zEbw"
"353";"Vjeran";"Gaming";21400;337;1840000;"2021-05-07";"http://www.youtube.com/channel/UC4JG42TbweU91qMMry1jwxw"
"354";"Jan Ivanjek";"Science & Technology";21400;123;6240000;"2021-04-30";"http://www.youtube.com/channel/UCFh68ltYENjZiyk3soggkDQ"
"355";"Antonio Šimiæ";"Film and Animation";21300;29;79800;"2021-04-05";"http://www.youtube.com/channel/UCsvQ4Ur3Wy2O5cQAIWVeSeg"
"356";"Ivan Tokiæ";"Comedy";21200;91;525000;"2021-05-09";"http://www.youtube.com/channel/UCg6hbvNzJwlVzBNUDlTu9fA"
"357";"Miletiæ Marin";"People & Blogs";21100;302;3240000;"2021-05-12";"http://www.youtube.com/channel/UC3pytUSwwvUuiksKZ-EzfQQ"
"358";"Iá´ á´<U+0080>É´á´<U+0080> Ká´<U+008F>á´ á´<U+0080>Ä<U+008D> OO<U+0093>O<U+0093>Éaá´<U+0084>Éaá´<U+0080>E<U+009F>";"Music";20900;82;24000000;"2020-07-29";"http://www.youtube.com/channel/UCqaRnqvDF3EjiT3vS7-Itkg"
"359";"Inder45";"Gaming";20900;304;2100000;"2021-04-27";"http://www.youtube.com/channel/UC-Efgb9tW9rwzOa1dGR5yeQ"
"360";"Hladno Pivo TV+";"Music";20600;209;20200000;"2020-12-06";"http://www.youtube.com/channel/UC9A6xd17wrIhR1FnjE7879A"
"361";"Disney Queen";"People & Blogs";20600;139;15500000;"2021-03-02";"http://www.youtube.com/channel/UCyGFZ2SQkAyOQllKcDESYeg"
"362";"zvjezd01";"Music";20600;491;44800000;"2021-06-07";"http://www.youtube.com/channel/UCkAnkfLWm6ZHtL96HrgHtSg"
"363";"Bloger Krule";"Comedy";20600;37;2360000;"2021-04-14";"http://www.youtube.com/channel/UC8trLmjW5OILi0yJQrGNJVA"
"364";"Croatia Sarar";"Travel & Events";20200;578;182000;"2021-05-13";"http://www.youtube.com/channel/UCPL_CvxcO_FJV3r4WbshkSA"
"365";"CoolChannel4";"News & Politics";20200;277;11200000;"2020-04-07";"http://www.youtube.com/channel/UCV-BRkOREKihyQGMnwEZySA"
"366";"Parni Valjak";"Music";20000;49;15000000;"2020-04-07";"http://www.youtube.com/channel/UC0iD2_BdZ08AFhXFhUpZsVw"
